PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, RDSD
Station name, Santo_DoDRCR2004
Begin Date, 2012-06-15
End Date, 2019-07-31
Release Date, 2019-08-02
Source file, RDSD.cwu.nam08.pos
Offset from source file, 0.81 mm North, 11.90 mm East, 3.16 mm Vertical
Reference position, 18.4613974205 North Latitude, -69.9113229501 East Longitude, -9.18318 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-06-15,0.00, 0.00, 0.00, 2.86, 3.33, 13.01, repro,
2012-06-16,0.74, -2.68, -9.37, 1.82, 1.97, 7.69, repro,
2012-06-17,0.90, -1.90, -10.82, 1.93, 2.22, 8.36, repro,
2012-06-18,-0.73, -3.12, -10.31, 1.87, 2.03, 7.96, repro,
2012-06-19,2.70, 0.13, 3.93, 1.85, 2.07, 7.92, repro,
2012-06-20,1.74, -2.91, -4.02, 1.78, 1.97, 7.58, repro,
2012-06-21,4.36, -0.65, -5.29, 1.79, 2, 7.71, repro,
2012-06-22,-0.82, -1.37, -9.29, 1.8, 2, 7.57, repro,
2012-06-23,2.28, -0.74, -12.17, 1.79, 2.06, 7.62, repro,
2012-06-24,0.13, -2.11, -10.69, 1.82, 2, 7.75, repro,
2012-06-25,2.41, -1.87, -4.95, 1.79, 1.97, 7.56, repro,
2012-06-26,0.02, 0.83, -5.89, 1.79, 2.05, 7.66, repro,
2012-06-27,2.65, 0.00, -13.24, 1.76, 1.94, 7.43, repro,
2012-06-28,2.72, -2.70, -5.97, 1.9, 2.07, 7.94, repro,
2012-06-29,-1.91, -2.22, -16.08, 1.85, 2.08, 7.91, repro,
2012-06-30,0.54, -2.18, -13.07, 1.82, 2.04, 7.84, repro,
2012-07-01,1.90, -0.94, -11.38, 1.84, 2.02, 7.88, repro,
2012-07-02,2.25, -4.03, -0.33, 1.78, 1.97, 7.5, repro,
2012-07-03,2.39, -1.55, -10.26, 1.87, 2.07, 7.93, repro,
2012-07-04,4.28, -2.53, -13.84, 2.08, 2.16, 9, repro,
2012-07-05,2.24, -4.62, -12.19, 1.86, 2.03, 7.82, repro,
2012-07-06,0.51, -2.28, 0.02, 1.94, 2.03, 8.15, repro,
2012-07-07,-0.01, -2.13, -7.27, 2.22, 2.39, 9.77, repro,
2012-07-08,-0.95, -2.38, -1.86, 1.91, 2.03, 8.04, repro,
2012-07-09,1.44, -1.56, -10.04, 1.84, 2.06, 7.88, repro,
2012-07-10,1.49, -1.06, -0.98, 1.86, 2.14, 8.16, repro,
2012-07-11,-2.74, -1.46, 1.70, 1.84, 2.05, 7.82, repro,
2012-07-12,0.76, -0.80, -4.08, 1.82, 1.99, 7.73, repro,
2012-07-13,1.19, -0.46, -10.50, 1.82, 1.98, 7.69, repro,
2012-07-14,1.99, -1.42, 0.08, 1.81, 1.97, 7.64, repro,
2012-07-15,-1.19, -2.42, -10.96, 1.87, 2.04, 7.9, repro,
2012-07-16,-0.72, 0.42, -10.52, 1.82, 2.04, 7.71, repro,
2012-07-17,-2.71, -0.70, 9.83, 1.87, 2, 8, repro,
2012-07-18,2.92, -1.07, -4.46, 1.92, 2.14, 8.14, repro,
2012-07-19,-2.05, 1.06, -16.52, 2.08, 2.31, 9.31, repro,
2012-07-20,2.24, -1.89, 1.99, 2.27, 2.44, 9.68, repro,
2012-07-21,0.07, -3.30, -4.77, 1.85, 1.99, 8.04, repro,
2012-07-22,0.17, -2.55, 4.87, 1.82, 2.06, 7.77, repro,
2012-07-23,-0.17, -0.89, -2.56, 2, 2.36, 8.49, repro,
2012-07-24,1.55, -1.05, -10.65, 1.83, 2, 7.89, repro,
2012-07-25,1.92, -0.34, -0.96, 1.92, 2.1, 8.09, repro,
2012-07-26,-0.03, 2.02, -6.64, 1.81, 2.03, 7.56, repro,
2012-07-27,-0.48, 1.62, -10.38, 2.15, 2.22, 9.35, repro,
2012-07-28,0.68, 2.14, -14.87, 1.84, 2.04, 7.78, repro,
2012-07-29,-1.12, 2.69, 1.48, 1.84, 2.08, 8.05, repro,
2012-07-30,2.78, -0.86, -6.00, 1.87, 2.27, 8.18, repro,
2012-07-31,0.26, 2.98, -13.59, 1.78, 2.02, 7.59, repro,
2012-08-01,2.17, -1.10, -5.83, 1.81, 2.05, 7.71, repro,
2012-08-02,0.39, 2.11, -6.10, 1.82, 2.05, 7.67, repro,
2012-08-03,2.10, 0.69, -14.42, 1.88, 2.09, 7.92, repro,
2012-08-06,1.08, 0.27, -16.06, 2.33, 2.86, 10.46, repro,
2012-08-07,0.92, 1.90, -13.26, 2.16, 2.43, 9.43, repro,
2012-08-08,1.26, 2.35, -8.31, 1.92, 2.21, 8.16, repro,
2012-08-09,2.09, 1.47, -3.23, 1.78, 2.01, 7.6, repro,
2012-08-10,1.74, 2.93, 3.14, 1.82, 2.03, 7.78, repro,
2012-08-11,2.47, 3.12, 1.38, 1.77, 2.03, 7.62, repro,
2012-08-12,-0.54, 3.15, -9.14, 2.01, 2.35, 8.79, repro,
2012-08-13,2.57, 2.66, -0.27, 1.83, 2.07, 7.66, repro,
2012-08-14,1.41, -0.61, 2.03, 1.9, 2.06, 8.26, repro,
2012-08-15,0.62, 4.33, -12.42, 1.95, 2.2, 8.8, repro,
2012-08-16,2.15, 2.68, -11.96, 1.96, 2.19, 8.4, repro,
2012-08-17,1.43, 1.15, -14.50, 1.83, 2.07, 7.79, repro,
2012-08-18,0.35, 1.34, 2.09, 1.85, 2.09, 7.91, repro,
2012-08-19,0.31, -1.50, -8.75, 2.03, 2.4, 8.79, repro,
2012-08-20,1.19, -0.96, 8.35, 1.89, 2.13, 7.95, repro,
2012-08-21,4.65, -0.90, -11.49, 2.15, 2.58, 9.26, repro,
2012-08-22,2.09, 0.39, -9.53, 1.81, 2.05, 7.72, repro,
2012-08-23,-0.24, 1.18, -8.70, 1.86, 2.07, 7.82, repro,
2012-08-24,2.88, 1.71, -6.33, 1.86, 2.05, 7.94, repro,
2012-08-25,2.62, 1.60, -25.67, 1.8, 2.02, 7.57, repro,
2012-08-26,1.25, 0.55, -2.04, 1.82, 2.14, 7.87, repro,
2012-08-27,0.94, 1.34, -15.77, 1.8, 2.01, 7.62, repro,
2012-08-28,3.15, 0.66, -3.63, 1.84, 2.03, 7.76, repro,
2012-08-29,1.23, -0.45, -13.85, 1.83, 2.02, 7.71, repro,
2012-08-30,2.16, 2.01, -4.56, 1.83, 2.19, 7.99, repro,
2012-08-31,-0.08, 0.72, -24.98, 1.91, 2.24, 8.04, repro,
2012-09-01,1.16, -1.02, -17.23, 1.87, 2.17, 8.1, repro,
2012-09-02,2.16, 0.55, -6.83, 1.85, 2.11, 7.95, repro,
2012-09-03,2.20, 0.97, -16.69, 1.83, 2.13, 7.86, repro,
2012-09-04,1.21, 1.55, -10.27, 1.85, 2.08, 8.04, repro,
2012-09-05,0.11, 1.08, -4.86, 1.87, 2.04, 7.99, repro,
2012-09-06,2.37, 2.35, -7.36, 1.91, 2.19, 8.32, repro,
2012-09-07,3.56, -2.59, -19.60, 1.89, 2.08, 8.18, repro,
2012-09-08,2.69, 2.13, -2.54, 1.84, 2.07, 7.81, repro,
2012-09-09,1.24, 2.30, -7.60, 1.93, 2.11, 8.62, repro,
2012-09-10,1.59, 1.82, -7.46, 1.85, 2.03, 7.94, repro,
2012-09-11,3.34, 0.51, -7.50, 1.86, 2.05, 7.94, repro,
2012-09-12,-0.66, -0.15, -8.94, 2.04, 2.25, 8.9, repro,
2012-09-13,0.21, 0.98, -7.54, 1.86, 2.03, 7.94, repro,
2012-09-14,1.77, -0.60, -5.26, 1.85, 2.05, 8.09, repro,
2012-09-15,-0.91, 3.07, -23.40, 1.77, 1.98, 7.62, repro,
2012-09-16,1.17, -0.10, -15.48, 1.79, 2, 7.67, repro,
2012-09-17,0.40, -2.03, -2.65, 1.88, 2.21, 8.53, repro,
2012-09-18,-0.43, 0.91, -7.27, 1.76, 2.01, 7.59, repro,
2012-09-19,1.78, 0.68, 3.85, 1.88, 2.07, 8.07, repro,
2012-09-20,1.70, 0.47, -1.28, 1.87, 2.16, 8.45, repro,
2012-09-21,2.75, -2.47, 5.11, 1.89, 2.08, 8.26, repro,
2012-09-22,0.75, -0.55, -4.31, 1.77, 1.98, 7.57, repro,
2012-09-23,3.54, -2.19, -6.25, 1.88, 2.12, 8.17, repro,
2012-09-24,1.97, 1.71, -7.12, 1.91, 2.24, 8.09, repro,
2012-09-25,0.39, 2.21, -6.15, 2.01, 2.31, 8.59, repro,
2012-09-26,-0.67, 3.11, -3.18, 2.06, 2.24, 9.03, repro,
2012-09-27,-0.17, -2.33, -6.48, 1.82, 2.08, 7.87, repro,
2012-09-28,3.23, -0.25, -8.23, 1.87, 2.07, 7.82, repro,
2012-09-29,4.84, 1.55, -1.09, 1.78, 1.97, 7.55, repro,
2012-09-30,1.32, 3.15, 4.30, 1.85, 2.07, 7.94, repro,
2012-10-01,3.21, 3.36, -8.83, 1.94, 2.09, 8.7, repro,
2012-10-02,1.54, 2.33, -12.38, 2.01, 2.39, 8.5, repro,
2012-10-03,-1.35, 2.15, -6.87, 2, 2.41, 8.89, repro,
2012-10-04,2.25, -1.23, -5.95, 1.84, 2.06, 7.92, repro,
2012-10-05,2.48, 2.82, 4.24, 1.8, 1.98, 7.76, repro,
2012-10-06,0.58, 4.59, -8.81, 1.86, 2.16, 8.26, repro,
2012-10-07,0.99, 3.69, -0.73, 1.84, 2.13, 7.98, repro,
2012-10-08,1.40, 3.49, -19.49, 1.81, 2.06, 7.77, repro,
2012-10-09,1.52, 3.12, -3.79, 1.84, 2.03, 7.82, repro,
2012-10-10,2.53, 1.34, -11.28, 1.99, 2.29, 8.63, repro,
2012-10-11,0.14, 3.60, -16.11, 1.96, 2.26, 8.48, repro,
2012-10-12,2.33, 2.00, -9.34, 1.79, 2, 7.64, repro,
2012-10-13,3.06, 0.60, -4.39, 1.83, 2.08, 7.89, repro,
2012-10-14,4.18, 0.79, -1.67, 1.8, 2.04, 7.83, repro,
2012-10-15,2.88, 2.43, -10.53, 1.85, 2.09, 8.13, repro,
2012-10-16,0.33, 2.93, -12.28, 1.79, 1.97, 7.56, repro,
2012-10-17,0.18, 3.72, -12.15, 1.82, 2.01, 7.66, repro,
2012-10-18,2.48, 3.93, 1.35, 1.83, 2.01, 7.89, repro,
2012-10-19,0.92, 4.00, -5.51, 1.89, 2.12, 8.15, repro,
2012-10-20,0.70, 0.28, -11.79, 1.82, 2.03, 7.79, repro,
2012-10-21,-4.37, 3.16, -20.75, 1.86, 2.03, 8.04, repro,
2012-10-22,2.91, 1.96, 0.69, 1.94, 2.18, 8.63, repro,
2012-10-23,4.27, 3.76, -9.55, 1.79, 2.02, 7.75, repro,
2012-10-24,1.92, 1.66, -26.35, 1.85, 2.02, 8.07, repro,
2012-10-25,3.89, 3.34, -10.27, 1.83, 2.04, 8.03, repro,
2012-10-26,1.97, 4.51, -8.02, 2.02, 2.33, 8.55, repro,
2012-10-27,1.38, -0.20, 5.14, 1.86, 2.12, 8.19, repro,
2012-10-28,1.45, 1.45, -15.22, 1.91, 2.14, 8.25, repro,
2012-10-29,2.42, 1.78, -9.36, 1.79, 2, 7.7, repro,
2012-10-30,0.74, 1.91, -9.46, 1.85, 2.03, 8.03, repro,
2012-10-31,1.42, 3.56, -6.15, 1.87, 2.09, 8.18, repro,
2012-11-01,1.23, 1.98, -13.62, 1.8, 2.05, 7.82, repro,
2012-11-02,2.57, 1.20, -24.56, 1.86, 2.09, 8.11, repro,
2012-11-03,1.35, -0.83, -5.21, 1.92, 2.24, 8.41, repro,
2012-11-04,3.95, 2.28, 0.44, 1.96, 2.3, 8.46, repro,
2012-11-05,1.49, 2.20, -7.80, 1.87, 2.17, 8.19, repro,
2012-11-06,2.36, 0.72, -11.74, 1.84, 2.03, 7.96, repro,
2012-11-07,2.28, 1.96, -11.25, 1.96, 2.21, 8.64, repro,
2012-11-08,0.53, 1.72, -11.32, 1.86, 2.07, 8.01, repro,
2012-11-09,3.18, 1.57, -5.25, 1.88, 2.06, 8.1, repro,
2012-11-10,1.43, 2.84, -6.44, 1.83, 2.02, 7.9, repro,
2012-11-11,2.86, 1.67, -6.40, 1.84, 2.06, 8.02, repro,
2012-11-12,1.56, 3.60, -3.63, 1.8, 2, 7.71, repro,
2012-11-13,2.23, 3.43, -12.35, 1.88, 2.07, 8.01, repro,
2012-11-14,3.73, 4.73, 5.13, 1.82, 2.14, 7.88, repro,
2012-11-15,1.78, -0.48, 7.31, 2.12, 2.24, 8.05, repro,
2012-11-16,3.28, 0.03, -6.70, 1.83, 2.02, 7.9, repro,
2012-11-17,3.03, 0.93, -2.37, 1.82, 2, 7.92, repro,
2012-11-18,0.21, 3.86, -1.93, 1.93, 2.18, 8.14, repro,
2012-11-19,1.81, 4.40, -5.23, 1.83, 2.02, 8.1, repro,
2012-11-20,4.08, 3.98, -14.87, 3, 3.36, 14.17, repro,
2012-11-21,-6.07, 7.99, 12.69, 2.48, 2.73, 11.44, repro,
2012-11-22,3.66, 2.10, -0.81, 1.86, 2.03, 8.33, repro,
2012-11-23,0.28, 2.90, -9.62, 1.86, 2.06, 8.11, repro,
2012-11-24,0.13, 3.05, -7.70, 1.8, 2, 7.75, repro,
2012-11-25,1.45, 3.86, -14.40, 1.81, 1.98, 7.86, repro,
2012-11-26,0.42, 1.55, -10.59, 1.91, 2.17, 8.26, repro,
2012-11-27,0.92, 4.48, -6.88, 1.82, 2.01, 7.94, repro,
2012-11-28,1.37, 4.22, -13.36, 1.86, 2.07, 8.03, repro,
2012-11-29,5.13, 3.79, -7.84, 1.83, 2.01, 8.04, repro,
2012-11-30,2.48, 2.85, 4.13, 1.95, 2.16, 8.44, repro,
2012-12-01,2.93, 3.11, -0.42, 1.88, 2.06, 8.23, repro,
2012-12-02,1.80, 2.73, -14.21, 1.78, 1.98, 7.67, repro,
2012-12-03,2.28, 4.08, -11.20, 1.85, 2.02, 8.05, repro,
2012-12-04,1.90, 2.15, -11.52, 1.81, 2.14, 8.01, repro,
2012-12-05,1.12, 3.61, -9.72, 1.79, 2.06, 7.79, repro,
2012-12-06,2.90, 3.59, -6.64, 1.81, 1.98, 7.78, repro,
2012-12-07,1.73, 4.81, -12.24, 1.81, 1.99, 7.79, repro,
2012-12-08,2.19, 4.99, 3.63, 1.76, 1.96, 7.57, repro,
2012-12-09,1.44, 3.79, -2.80, 1.82, 2.08, 7.99, repro,
2012-12-10,1.15, 3.45, 0.07, 1.81, 1.98, 7.93, repro,
2012-12-11,0.35, 3.39, -13.68, 1.92, 2.15, 8.58, repro,
2012-12-12,2.06, 4.44, -8.86, 1.99, 2.26, 9.24, repro,
2012-12-13,3.43, 4.05, -10.42, 1.8, 1.97, 7.87, repro,
2012-12-14,2.13, 0.84, -8.56, 1.82, 1.98, 7.89, repro,
2012-12-15,3.18, 2.16, -2.17, 1.82, 2, 7.78, repro,
2012-12-16,2.22, 2.78, -9.79, 1.81, 1.98, 7.65, repro,
2012-12-17,0.56, 5.10, -4.41, 1.85, 2.01, 7.89, repro,
2012-12-18,1.02, 3.46, -7.70, 1.84, 2, 7.87, repro,
2012-12-19,2.21, 2.74, -9.84, 1.81, 2.04, 7.79, repro,
2012-12-20,1.94, 1.93, -12.68, 1.83, 1.99, 7.7, repro,
2012-12-21,1.02, 4.52, -10.98, 1.79, 1.96, 7.59, repro,
2012-12-22,1.14, 4.32, -4.83, 1.78, 1.95, 7.56, repro,
2012-12-23,1.46, 5.08, -6.44, 1.81, 2, 7.63, repro,
2012-12-24,2.49, 2.34, -6.37, 1.86, 2, 7.97, repro,
2012-12-25,1.11, 4.92, 0.28, 1.79, 1.97, 7.57, repro,
2012-12-26,3.11, 2.37, -5.97, 1.81, 2.02, 7.74, repro,
2012-12-27,0.64, 6.14, -15.22, 1.81, 1.99, 7.7, repro,
2012-12-28,0.88, 0.62, -4.03, 1.93, 2.12, 8.41, repro,
2012-12-29,0.95, 4.05, -5.79, 1.88, 2.04, 7.85, repro,
2012-12-30,2.38, 4.53, -1.11, 1.8, 1.98, 7.59, repro,
2012-12-31,0.29, 4.64, -13.17, 1.82, 1.99, 7.7, repro,
2013-01-01,3.30, 5.40, -9.21, 1.83, 2.13, 7.78, repro,
2013-01-02,2.71, 5.70, -3.84, 1.81, 2.08, 7.73, repro,
2013-01-03,3.19, 4.49, -2.47, 1.79, 2.06, 7.66, repro,
2013-01-04,4.07, 5.19, 0.44, 1.79, 2.04, 7.67, repro,
2013-01-05,2.31, 1.92, 1.43, 1.8, 2.09, 7.68, repro,
2013-01-06,2.29, 4.57, -2.28, 1.61, 1.81, 7.58, rern6,
2013-01-07,2.52, 3.53, -10.58, 1.65, 1.84, 7.81, rern6,
2013-01-08,1.01, 4.85, -17.66, 1.66, 1.83, 7.68, rern6,
2013-01-09,4.17, 3.28, -4.26, 1.58, 1.81, 7.37, rern6,
2013-01-10,1.17, 3.47, -14.83, 1.62, 1.82, 7.45, rern6,
2013-01-11,3.02, 3.29, -3.47, 1.57, 1.78, 7.28, rern6,
2013-01-12,2.71, 3.48, -4.28, 1.6, 1.79, 7.42, rern6,
2013-01-13,1.78, 3.63, -3.80, 1.62, 1.79, 7.51, rern6,
2013-01-14,0.82, 6.16, -9.09, 1.65, 1.81, 7.65, rern6,
2013-01-15,1.07, 4.42, -1.81, 1.71, 1.82, 7.84, rern6,
2013-01-16,1.10, 5.90, -4.54, 1.74, 1.91, 8.09, rern6,
2013-01-17,2.19, 4.91, -3.54, 1.63, 1.87, 7.67, rern6,
2013-01-18,2.39, 7.80, -6.79, 1.61, 1.8, 7.58, rern6,
2013-01-19,2.95, 6.23, -0.91, 1.58, 1.79, 7.37, rern6,
2013-01-20,0.86, 5.59, -0.56, 1.65, 1.82, 7.64, rern6,
2013-01-21,1.88, 6.33, -4.44, 1.57, 1.77, 7.3, rern6,
2013-01-22,2.30, 6.45, -11.27, 1.61, 1.79, 7.45, rern6,
2013-01-23,1.02, 6.80, -8.21, 1.68, 1.87, 7.74, rern6,
2013-01-24,2.45, 6.07, -7.07, 1.64, 1.88, 7.61, rern6,
2013-01-25,3.45, 5.83, 1.04, 1.62, 1.79, 7.51, rern6,
2013-01-26,1.86, 6.72, -3.57, 1.61, 1.79, 7.47, rern6,
2013-01-27,3.20, 6.63, -7.99, 1.64, 1.87, 7.82, rern6,
2013-01-28,3.07, 6.28, -1.40, 1.57, 1.78, 7.36, rern6,
2013-01-29,2.20, 7.16, -3.52, 1.6, 1.82, 7.5, rern6,
2013-01-30,2.54, 6.88, -5.81, 1.58, 1.85, 7.44, rern6,
2013-01-31,2.68, 8.01, -7.62, 1.78, 2.05, 8.66, rern6,
2013-02-01,4.15, 7.85, -0.01, 1.61, 1.85, 7.52, rern6,
2013-02-02,2.97, 6.84, -9.02, 1.57, 1.79, 7.35, rern6,
2013-02-03,3.43, 6.12, -5.28, 1.57, 1.79, 7.35, rern6,
2013-02-04,-0.51, 8.68, 11.26, 1.59, 1.8, 7.49, rern6,
2013-02-05,4.12, 8.04, 7.05, 1.66, 1.82, 7.61, rern6,
2013-02-06,2.87, 6.04, -5.52, 1.71, 1.94, 7.88, rern6,
2013-02-07,1.16, 7.41, -11.79, 1.63, 1.85, 7.57, rern6,
2013-02-08,2.52, 5.98, -2.53, 1.59, 1.82, 7.47, rern6,
2013-02-09,-2.32, 6.63, -4.71, 1.61, 1.88, 7.6, rern6,
2013-02-10,2.88, 8.37, 4.95, 1.64, 1.83, 7.71, rern6,
2013-02-11,6.05, 10.28, -2.37, 1.94, 2.49, 9.21, rern6,
2013-02-12,1.79, 8.46, -10.78, 1.63, 1.86, 7.63, rern6,
2013-02-13,2.23, 7.31, -7.85, 1.65, 1.87, 7.91, rern6,
2013-02-14,3.52, 6.57, 1.19, 1.61, 1.82, 7.56, rern6,
2013-02-15,1.59, 7.10, -0.51, 1.61, 1.81, 7.51, rern6,
2013-02-16,3.83, 7.78, -3.21, 1.6, 1.8, 7.47, rern6,
2013-02-17,3.85, 9.32, -6.87, 1.63, 1.81, 7.48, rern6,
2013-02-18,2.75, 6.41, -6.42, 1.57, 1.74, 7.24, rern6,
2013-02-19,4.05, 9.80, -10.86, 1.6, 1.79, 7.5, rern6,
2013-02-20,2.53, 9.59, -1.84, 1.62, 1.81, 7.53, rern6,
2013-02-21,1.73, 8.65, -5.05, 1.61, 1.84, 7.53, rern6,
2013-02-22,3.30, 8.23, -0.81, 1.66, 1.89, 7.82, rern6,
2013-02-23,3.25, 7.55, 3.27, 1.66, 1.91, 7.62, rern6,
2013-02-24,2.24, 8.95, -5.16, 1.57, 1.75, 7.26, rern6,
2013-02-25,2.55, 8.25, -2.42, 1.63, 1.9, 7.65, rern6,
2013-02-26,3.87, 7.48, -7.31, 1.61, 1.8, 7.51, rern6,
2013-02-27,2.99, 8.02, 1.47, 1.58, 1.76, 7.33, rern6,
2013-02-28,3.12, 7.49, 0.06, 1.6, 1.8, 7.47, rern6,
2013-03-01,1.57, 7.95, -10.59, 1.64, 1.78, 7.38, rern6,
2013-03-02,1.88, 8.46, -2.04, 1.58, 1.81, 7.36, rern6,
2013-03-03,2.40, 7.03, 4.45, 1.74, 1.98, 8.23, rern6,
2013-03-04,3.06, 5.84, -5.56, 1.73, 1.87, 8.13, rern6,
2013-03-05,2.10, 7.51, -4.37, 1.58, 1.76, 7.27, rern6,
2013-03-06,1.28, 6.68, -6.40, 1.62, 1.87, 7.55, rern6,
2013-03-07,3.26, 6.50, -6.78, 1.63, 1.87, 7.57, rern6,
2013-03-08,0.60, 4.20, 33.66, 1.62, 1.83, 7.56, rern6,
2013-03-09,-0.14, 3.32, 7.53, 2.45, 2.69, 11.63, rern6,
2013-03-10,-1.78, 2.05, 9.51, 1.59, 1.79, 7.43, rern6,
2013-03-11,-2.12, 2.85, 9.99, 1.61, 1.82, 7.39, rern6,
2013-03-12,-2.03, 4.17, 1.94, 1.6, 1.8, 7.46, rern6,
2013-03-13,-1.81, 4.17, 10.62, 1.61, 1.79, 7.48, rern6,
2013-03-14,-1.94, 5.12, 12.71, 1.61, 1.79, 7.47, rern6,
2013-03-15,-2.07, 4.38, 4.18, 1.63, 1.83, 7.51, rern6,
2013-03-16,-0.91, 4.44, 5.35, 1.58, 1.77, 7.28, rern6,
2013-03-17,-1.99, 3.99, 1.20, 1.63, 1.87, 7.49, rern6,
2013-03-18,-1.74, 2.52, 4.67, 1.65, 1.83, 7.65, rern6,
2013-03-19,-1.44, 2.89, 3.27, 1.59, 1.75, 7.29, rern6,
2013-03-20,-0.44, 4.00, 5.01, 1.67, 1.83, 7.76, rern6,
2013-03-21,-1.48, 3.08, 4.44, 1.6, 1.8, 7.43, rern6,
2013-03-22,-0.89, 2.27, 1.37, 1.58, 1.76, 7.28, rern6,
2013-03-23,-0.96, 3.84, 11.44, 1.59, 1.76, 7.36, rern6,
2013-03-24,-0.73, 3.90, 18.31, 1.58, 1.75, 7.29, rern6,
2013-03-25,-1.68, 2.55, 7.77, 1.6, 1.78, 7.43, rern6,
2013-03-26,-1.98, 5.94, 7.45, 1.79, 2.21, 8.5, rern6,
2013-03-27,-0.55, 5.62, 12.13, 1.61, 1.79, 7.36, rern6,
2013-03-28,-3.68, 1.71, 3.45, 2.12, 2.36, 9.42, rern6,
2013-04-01,-6.53, 2.92, -14.44, 2.66, 3.03, 12.92, rern6,
2013-04-02,-1.72, 5.47, 10.49, 1.58, 1.75, 7.29, rern6,
2013-04-03,-2.39, 7.28, 12.27, 1.69, 2.01, 7.91, rern6,
2013-04-04,-1.12, 4.07, 11.12, 1.67, 1.82, 7.9, rern6,
2013-04-05,-0.15, 3.63, 7.13, 2.21, 2.47, 10.35, rern6,
2013-04-08,0.10, 0.28, 1.94, 4.22, 4.56, 21.02, rern6,
2013-04-15,-2.73, 4.49, 3.78, 4.83, 5.27, 22.69, rern6,
2013-04-16,-1.34, 3.70, 2.91, 1.58, 1.8, 7.34, rern6,
2013-04-17,-4.04, 4.94, 2.60, 1.68, 2.04, 7.96, rern6,
2013-04-18,1.46, 4.30, 10.95, 1.7, 2, 7.9, rern6,
2013-04-19,-0.75, 5.83, 9.49, 1.77, 2.12, 8.16, rern6,
2013-04-20,-2.49, 7.91, -0.18, 1.74, 2.12, 8.06, rern6,
2013-04-21,0.66, 4.45, -0.36, 1.76, 2.11, 8.25, rern6,
2013-04-22,-2.39, 5.84, 1.33, 1.61, 1.78, 7.57, rern6,
2013-04-23,-1.57, 4.85, 6.14, 1.61, 1.88, 7.51, rern6,
2013-04-24,-0.80, 5.09, 3.82, 1.6, 1.76, 7.49, rern6,
2013-04-25,-2.48, 5.58, 7.80, 1.65, 1.78, 7.74, rern6,
2013-04-26,-1.78, 5.04, 3.40, 1.7, 1.9, 7.78, rern6,
2013-04-27,-4.35, 5.73, -1.21, 1.62, 1.88, 7.54, rern6,
2013-04-28,-3.87, 4.80, 6.52, 1.67, 1.77, 7.57, rern6,
2013-04-29,-1.21, 5.11, 18.93, 1.62, 1.82, 7.33, rern6,
2013-04-30,1.36, 4.41, 15.83, 1.69, 1.88, 7.88, rern6,
2013-05-01,-6.57, 8.13, 8.08, 1.57, 1.75, 7.27, rern6,
2013-05-02,-1.32, 3.12, 12.13, 1.63, 1.79, 7.72, rern6,
2013-05-03,-2.16, 6.28, 13.67, 1.63, 1.76, 7.55, rern6,
2013-05-04,0.32, 5.97, -7.93, 1.62, 1.78, 7.53, rern6,
2013-05-05,-1.95, 4.87, 1.31, 1.62, 1.92, 7.5, rern6,
2013-05-06,-2.52, 7.49, -4.31, 1.64, 1.78, 7.67, rern6,
2013-05-07,1.84, 7.81, 24.80, 1.74, 1.93, 8.11, rern6,
2013-05-08,-1.85, 5.31, 3.36, 1.65, 1.84, 7.75, rern6,
2013-05-09,-1.23, 5.85, -1.31, 1.64, 1.86, 7.65, rern6,
2013-05-10,-3.17, 7.21, 22.21, 1.74, 1.86, 8.04, rern6,
2013-05-11,-1.41, 7.37, 1.55, 1.66, 1.81, 7.75, rern6,
2013-05-12,-2.58, 8.52, 2.75, 1.65, 1.85, 7.67, rern6,
2013-05-13,-1.24, 5.47, 7.99, 1.89, 2.26, 8.84, rern6,
2013-05-14,-8.22, 6.75, -7.47, 1.85, 2.22, 8.73, rern6,
2013-05-15,-0.05, 7.32, 15.57, 1.67, 1.8, 7.69, rern6,
2013-05-16,-1.18, 6.19, 14.59, 1.69, 2.01, 7.91, rern6,
2013-05-17,-3.02, 4.88, 6.22, 1.67, 1.95, 7.84, rern6,
2013-05-18,-0.30, 5.83, 7.03, 1.66, 1.95, 7.78, rern6,
2013-05-19,-0.69, 9.40, 7.98, 1.68, 1.86, 7.68, rern6,
2013-05-20,-4.54, 6.26, 9.69, 1.64, 1.84, 7.59, rern6,
2013-05-21,-1.81, 5.90, 10.02, 1.72, 1.93, 8.07, rern6,
2013-05-22,-6.68, 7.34, 8.95, 1.73, 2.02, 8.02, rern6,
2013-05-23,-3.52, 7.44, -1.96, 1.72, 1.86, 7.96, rern6,
2013-05-24,-1.09, 4.99, 1.34, 1.63, 1.85, 7.61, rern6,
2013-05-25,-0.67, 6.72, -4.46, 1.68, 1.87, 7.79, rern6,
2013-05-26,-2.85, 5.41, -3.42, 1.68, 1.98, 7.84, rern6,
2013-05-27,1.13, 4.85, 5.12, 1.71, 1.8, 8.17, rern6,
2013-05-28,-1.28, 7.30, 14.34, 1.71, 1.89, 8.02, rern6,
2013-05-29,-2.01, 7.68, -0.65, 1.63, 1.78, 7.56, rern6,
2013-05-30,-1.33, 6.81, 3.16, 1.67, 1.91, 7.74, rern6,
2013-05-31,0.60, 7.44, 7.27, 2.12, 2.32, 9.71, rern6,
